ICD9_CODE,LONG_TITLE,DEPTH
238.9,site unspecified,4
238.8,other specified sites,4
238.6,plasma cells,4
238.5,histiocytic and mast cells,4
238.4,polycythemia vera,4
238.3,breast,4
238.2,skin,4
238.1,connective and other soft tissue,4
238.0,bone and articular cartilage,4
238.7,other lymphatic and hematopoietic tissues,4
238.79,other lymphatic and hematopoietic tissues,5
238.77,post-transplant lymphoproliferative disorder (ptld),5
238.76,myelofibrosis with myeloid metaplasia,5
238.75,"myelodysplastic syndrome, unspecified",5
238.74,myelodysplastic syndrome with 5q deletion,5
238.73,high grade myelodysplastic syndrome lesions,5
238.72,low grade myelodysplastic syndrome lesions,5
238.71,essential thrombocythemia,5
239,neoplasms of unspecified nature ,2
239,neoplasms of unspecified nature,3
239.9,site unspecified,4
239.8,other specified sites,4
239.7,endocrine glands and other parts of nervous system,4
239.6,brain,4
239.5,other genitourinary organs,4
239.4,bladder,4
239.3,breast,4
239.2,"bone, soft tissue, and skin",4
239.1,respiratory system,4
239.0,digestive system,4
240-279,"endocrine, nutritional and metabolic diseases, and immunity disorders ",1
240-246,disorders of thyroid gland ,2
243,congenital hypothyroidism,3
240,simple and unspecified goiter,3
240.9,"goiter, unspecified",4
240.0,"goiter, specified as simple",4
241,nontoxic nodular goiter,3
241.9,unspecified nontoxic nodular goiter,4
241.1,nontoxic multinodular goiter,4
241.0,nontoxic uninodular goiter,4
242,thyrotoxicosis with or without goiter,3
242.9,thyrotoxicosis without mention of goiter or other cause,4
242.8,thyrotoxicosis of other specified origin,4
242.4,thyrotoxicosis from ectopic thyroid nodule,4
242.3,"toxic nodular goiter, unspecified",4
242.2,toxic multinodular goiter,4
242.1,toxic uninodular goiter,4
242.0,toxic diffuse goiter,4
244,acquired hypothyroidism,3
244.9,unspecified hypothyroidism,4
244.8,other specified acquired hypothyroidism,4
244.3,other iatrogenic hypothyroidism,4
244.2,iodine hypothyroidism,4
244.1,other postablative hypothyroidism,4
244.0,postsurgical hypothyroidism,4
245,thyroiditis,3
245.9,"thyroiditis, unspecified",4
245.8,other and unspecified chronic thyroiditis,4
245.4,iatrogenic thyroiditis,4
245.3,chronic fibrous thyroiditis,4
245.2,chronic lymphocytic thyroiditis,4
245.1,subacute thyroiditis,4
245.0,acute thyroiditis,4
246,other disorders of thyroid,3
246.9,unspecified disorder of thyroid,4
246.8,other specified disorders of thyroid,4
246.3,hemorrhage and infarction of thyroid,4
246.2,cyst of thyroid,4
246.1,dyshormonogenic goiter,4
246.0,disorders of thyrocalcitonin secretion,4
249-259,diseases of other endocrine glands ,2
249,secondary diabetes mellitus,3
249.9,secondary diabetes mellitus with unspecified complication,4
249.8,secondary diabetes mellitus with other specified manifestations,4
249.7,secondary diabetes mellitus with peripheral circulatory disorders,4
249.6,secondary diabetes mellitus with neurological manifestations,4
249.5,secondary diabetes mellitus with ophthalmic manifestations,4
249.4,secondary diabetes mellitus with renal manifestations,4
249.3,secondary diabetes mellitus with other coma,4
249.2,secondary diabetes mellitus with hyperosmolarity,4
249.1,secondary diabetes mellitus with ketoacidosis,4
249.0,secondary diabetes mellitus without mention of complication,4
250,diabetes mellitus,3
250.9,diabetes with unspecified complication,4
250.8,diabetes with other specified manifestations,4
250.7,diabetes with peripheral circulatory disorders,4
250.6,diabetes with neurological manifestations,4
250.5,diabetes with ophthalmic manifestations,4
250.4,diabetes with renal manifestations,4
250.3,diabetes with other coma,4
250.2,diabetes with hyperosmolarity,4
250.1,diabetes with ketoacidosis,4
250.0,diabetes mellitus without mention of complication,4
251,other disorders of pancreatic internal secretion,3
251.9,unspecified disorder of pancreatic internal secretion,4
251.8,other specified disorders of pancreatic internal secretion,4
251.5,abnormality of secretion of gastrin,4
251.4,abnormality of secretion of glucagon,4
251.3,postsurgical hypoinsulinemia,4
251.2,"hypoglycemia, unspecified",4
251.1,other specified hypoglycemia,4
251.0,hypoglycemic coma,4
252,disorders of parathyroid gland,3
252.9,unspecified disorder of parathyroid gland,4
252.8,other specified disorders of parathyroid gland,4
252.1,hypoparathyroidism,4
252.0,hyperparathyroidism,4
252.08,other hyperparathyroidism,5
252.02,"secondary hyperparathyroidism, non-renal",5
252.01,primary hyperparathyroidism,5
252.00,"hyperparathyroidism, unspecified",5
253,disorders of the pituitary gland and its hypothalamic control,3
253.9,unspecified,4
253.8,other disorders of the pituitary and other syndromes of diencephalohypophyseal origin,4
253.7,iatrogenic pituitary disorders,4
253.6,other disorders of neurohypophysis,4
253.5,diabetes insipidus,4
253.4,other anterior pituitary disorders,4
253.3,pituitary dwarfism,4
253.2,panhypopituitarism,4
253.1,other and unspecified anterior pituitary hyperfunction,4
253.0,acromegaly and gigantism,4
254,diseases of thymus gland,3
254.9,unspecified disease of thymus gland,4
254.8,other specified diseases of thymus gland,4
254.1,abscess of thymus,4
254.0,persistent hyperplasia of thymus,4
255,disorders of adrenal glands,3
255.9,unspecified disorder of adrenal glands,4
255.8,other specified disorders of adrenal glands,4
255.6,medulloadrenal hyperfunction,4
255.5,other adrenal hypofunction,4
255.3,other corticoadrenal overactivity,4
255.2,adrenogenital disorders,4
255.0,cushing's syndrome,4
255.1,hyperaldosteronism,4
255.14,other secondary aldosteronism,5
255.13,bartter's syndrome,5
255.12,conn's syndrome,5
255.11,glucocorticoid-remediable aldosteronism,5
255.10,"hyperaldosteronism, unspecified",5
255.4,corticoadrenal insufficiency,4
255.42,mineralocorticoid deficiency,5
255.41,glucocorticoid deficiency,5
256,ovarian dysfunction,3
256.9,unspecified ovarian dysfunction,4
256.8,other ovarian dysfunction,4
256.4,polycystic ovaries,4
256.2,postablative ovarian failure,4
256.1,other ovarian hyperfunction,4
256.0,hyperestrogenism,4
256.3,other ovarian failure,4
256.39,other ovarian failure,5
256.31,premature menopause,5
257,testicular dysfunction,3
257.9,unspecified testicular dysfunction,4
257.8,other testicular dysfunction,4
257.2,other testicular hypofunction,4
257.1,postablative testicular hypofunction,4
257.0,testicular hyperfunction,4
258,polyglandular dysfunction and related disorders,3
258.9,"polyglandular dysfunction, unspecified",4
258.8,other specified polyglandular dysfunction,4
258.1,other combinations of endocrine dysfunction,4
258.0,polyglandular activity in multiple endocrine adenomatosis,4
258.03,multiple endocrine neoplasia [men] type iib,5
258.02,multiple endocrine neoplasia [men] type iia,5
258.01,multiple endocrine neoplasia [men] type i,5
259,other endocrine disorders,3
259.9,unspecified endocrine disorder,4
259.8,other specified endocrine disorders,4
259.4,"dwarfism, not elsewhere classified",4
259.3,"ectopic hormone secretion, not elsewhere classified",4
259.2,carcinoid syndrome,4
259.1,"precocious sexual development and puberty, not elsewhere classified",4
259.0,"delay in sexual development and puberty, not elsewhere classified",4
259.5,androgen insensitivity syndrome,4
259.52,partial androgen insensitivity,5
259.51,androgen insensitivity syndrome,5
259.50,"androgen insensitivity, unspecified",5
260-269,nutritional deficiencies ,2
267,ascorbic acid deficiency,3
262,other severe protein-calorie malnutrition,3
261,nutritional marasmus,3
260,kwashiorkor,3
263,other and unspecified protein-calorie malnutrition,3
263.9,unspecified protein-calorie malnutrition,4
263.8,other protein-calorie malnutrition,4
263.2,arrested development following protein-calorie malnutrition,4
263.1,malnutrition of mild degree,4
263.0,malnutrition of moderate degree,4
264,vitamin a deficiency,3
264.9,unspecified vitamin a deficiency,4
264.8,other manifestations of vitamin a deficiency,4
264.7,other ocular manifestations of vitamin a deficiency,4
264.6,with xerophthalmic scars of cornea,4
264.5,with night blindness,4
264.4,with keratomalacia,4
264.3,with corneal ulceration and xerosis,4
264.2,with corneal xerosis,4
264.1,with conjunctival xerosis and bitot's spot,4
264.0,with conjunctival xerosis,4
265,thiamine and niacin deficiency states,3
265.2,pellagra,4
265.1,other and unspecified manifestations of thiamine deficiency,4
265.0,beriberi,4
266,deficiency of b-complex components,3
266.9,unspecified vitamin b deficiency,4
266.2,other b-complex deficiencies,4
266.1,vitamin b6 deficiency,4
266.0,ariboflavinosis,4
268,vitamin d deficiency,3
268.9,unspecified vitamin d deficiency,4
268.2,"osteomalacia, unspecified",4
268.1,"rickets, late effect",4
268.0,"rickets, active",4
269,other nutritional deficiencies,3
269.9,unspecified nutritional deficiency,4
269.8,other nutritional deficiency,4
269.3,"mineral deficiency, not elsewhere classified",4
269.2,unspecified vitamin deficiency,4
269.1,deficiency of other vitamins,4
269.0,deficiency of vitamin k,4
270-279,other metabolic and immunity disorders ,2
270,disorders of amino-acid transport and metabolism,3
270.9,unspecified disorder of amino-acid metabolism,4
270.8,other specified disorders of amino-acid metabolism,4
270.7,other disturbances of straight-chain amino-acid metabolism,4
270.6,disorders of urea cycle metabolism,4
270.5,disturbances of histidine metabolism,4
270.4,disturbances of sulphur-bearing amino-acid metabolism,4
270.3,disturbances of branched-chain amino-acid metabolism,4
270.2,other disturbances of aromatic amino-acid metabolism,4
270.1,phenylketonuria [pku],4
270.0,disturbances of amino-acid transport,4
271,disorders of carbohydrate transport and metabolism,3
271.9,unspecified disorder of carbohydrate transport and metabolism,4
271.8,other specified disorders of carbohydrate transport and metabolism,4
271.4,renal glycosuria,4
271.3,intestinal disaccharidase deficiencies and disaccharide malabsorption,4
271.2,hereditary fructose intolerance,4
271.1,galactosemia,4
271.0,glycogenosis,4
272,disorders of lipoid metabolism,3
272.9,unspecified disorder of lipoid metabolism,4
272.8,other disorders of lipoid metabolism,4
272.7,lipidoses,4
272.6,lipodystrophy,4
272.5,lipoprotein deficiencies,4
272.4,other and unspecified hyperlipidemia,4
272.3,hyperchylomicronemia,4
272.2,mixed hyperlipidemia,4
272.1,pure hyperglyceridemia,4
272.0,pure hypercholesterolemia,4
273,disorders of plasma protein metabolism,3
273.9,unspecified disorder of plasma protein metabolism,4
273.8,other disorders of plasma protein metabolism,4
273.4,alpha-1-antitrypsin deficiency,4
273.3,macroglobulinemia,4
273.2,other paraproteinemias,4
273.1,monoclonal paraproteinemia,4
273.0,polyclonal hypergammaglobulinemia,4
274,gout,3
274.9,"gout, unspecified",4
274.0,gouty arthropathy,4
274.1,gouty nephropathy,4
274.19,other,5
274.11,uric acid nephrolithiasis,5
274.10,"gouty nephropathy, unspecified",5
274.8,gout with other specified manifestations,4
274.89,other,5
274.82,gouty tophi of other sites,5
274.81,gouty tophi of ear,5
275,disorders of mineral metabolism,3
275.9,unspecified disorder of mineral metabolism,4
275.8,other specified disorders of mineral metabolism,4
275.5,hungry bone syndrome,4
275.3,disorders of phosphorus metabolism,4
275.2,disorders of magnesium metabolism,4
275.1,disorders of copper metabolism,4
275.0,disorders of iron metabolism,4
275.4,disorders of calcium metabolism,4
275.49,other disorders of calcium metabolism,5
275.42,hypercalcemia,5
275.41,hypocalcemia,5
275.40,unspecified disorder of calcium metabolism,5
276,"disorders of fluid, electrolyte, and acid-base balance",3
276.9,electrolyte and fluid disorders not elsewhere classified,4
276.8,hypopotassemia,4
276.7,hyperpotassemia,4
276.6,fluid overload,4
276.4,mixed acid-base balance disorder,4
276.3,alkalosis,4
276.2,acidosis,4
276.1,hyposmolality and/or hyponatremia,4
276.0,hyperosmolality and/or hypernatremia,4
276.5,volume depletion,4
276.52,hypovolemia,5
276.51,dehydration,5
276.50,"volume depletion, unspecified",5
277,other and unspecified disorders of metabolism,3
277.9,unspecified disorder of metabolism,4
277.7,dysmetabolic syndrome x,4
277.6,other deficiencies of circulating enzymes,4
277.5,mucopolysaccharidosis,4
277.4,disorders of bilirubin excretion,4
277.2,other disorders of purine and pyrimidine metabolism,4
277.1,disorders of porphyrin metabolism,4
277.0,cystic fibrosis,4
277.09,with other manifestations,5
277.03,with gastrointestinal manifestations,5
277.02,with pulmonary manifestations,5
277.01,with meconium ileus,5
277.00,without mention of meconium ileus,5
277.3,amyloidosis,4
277.39,other amyloidosis,5
277.31,familial mediterranean fever,5
277.30,"amyloidosis, unspecified",5
277.8,other specified disorders of metabolism,4
277.89,other specified disorders of metabolism,5
277.87,disorders of mitochondrial metabolism,5
277.86,peroxisomal disorders,5
277.85,disorders of fatty acid oxidation,5
277.84,other secondary carnitine deficiency,5
277.83,iatrogenic carnitine deficiency,5
277.82,carnitine deficiency due to inborn errors of metabolism,5
277.81,primary carnitine deficiency,5
278,"overweight, obesity and other hyperalimentation",3
278.8,other hyperalimentation,4
278.4,hypervitaminosis d,4
278.3,hypercarotinemia,4
278.2,hypervitaminosis a,4
278.1,localized adiposity,4
278.0,overweight and obesity,4
278.02,overweight,5
278.01,morbid obesity,5
278.00,"obesity, unspecified",5
279,disorders involving the immune mechanism,3
279.9,unspecified disorder of immune mechanism,4
279.8,other specified disorders involving the immune mechanism,4
279.4,"autoimmune disease, not elsewhere classified",4
279.3,unspecified immunity deficiency,4
279.2,combined immunity deficiency,4
279.0,deficiency of humoral immunity,4
279.09,other,5
279.06,common variable immunodeficiency,5
279.05,immunodeficiency with increased igm,5
279.04,congenital hypogammaglobulinemia,5
279.03,other selective immunoglobulin deficiencies,5
279.02,selective igm immunodeficiency,5
279.01,selective iga immunodeficiency,5
279.00,"hypogammaglobulinemia, unspecified",5
279.1,deficiency of cell-mediated immunity,4
279.19,other,5
279.13,nezelof's syndrome,5
279.12,wiskott-aldrich syndrome,5
279.11,digeorge's syndrome,5
279.10,"immunodeficiency with predominant t-cell defect, unspecified",5
279.5,graft-versus-host disease,4
279.53,acute on chronic graft-versus-host disease,5
279.52,chronic graft-versus-host disease,5
279.51,acute graft-versus-host disease,5
279.50,"graft-versus-host disease, unspecified",5
280-289,diseases of the blood and blood-forming organs ,1
280,iron deficiency anemias,2
280,iron deficiency anemias,3
281,other deficiency anemias,2
281,other deficiency anemias,3
282,hereditary hemolytic anemias,2
282,hereditary hemolytic anemias,3
283,acquired hemolytic anemias,2
283,acquired hemolytic anemias,3
284,aplastic anemia and other bone marrow failure syndromes,2
284,aplastic anemia and other bone marrow failure syndromes,3
285,other and unspecified anemias,2
285,other and unspecified anemias,3
286,coagulation defects,2
286,coagulation defects,3
287,purpura and other hemorrhagic conditions,2
287,purpura and other hemorrhagic conditions,3
288,diseases of white blood cells,2
288,diseases of white blood cells,3
289,other diseases of blood and blood-forming organs,2
289,other diseases of blood and blood-forming organs,3
290-319,mental disorders ,1
295-299,other psychoses ,2
290-294,organic psychotic conditions ,2
290-299,psychoses ,2
290,dementias,3
290.9,unspecified senile psychotic condition,4
290.8,other specified senile psychotic conditions,4
290.3,senile dementia with delirium,4
290.0,"senile dementia, uncomplicated",4
290.1,presenile dementia,4
290.13,presenile dementia with depressive features,5
290.12,presenile dementia with delusional features,5
290.11,presenile dementia with delirium,5
290.10,"presenile dementia, uncomplicated",5
290.2,senile dementia with delusional or depressive features,4
290.21,senile dementia with depressive features,5
290.20,senile dementia with delusional features,5
290.4,vascular dementia,4
290.43,vascular dementia with depressed mood,5
290.42,vascular dementia with delusions,5
290.41,vascular dementia with delirium,5
290.40,"vascular dementia, uncomplicated",5
291,alcohol-induced mental disorders,3
291.9,unspecified alcohol-induced mental disorders,4
291.5,alcohol-induced psychotic disorder with delusions,4
291.4,idiosyncratic alcohol intoxication,4
291.3,alcohol-induced psychotic disorder with hallucinations,4
291.2,alcohol-induced persisting dementia,4
291.1,alcohol-induced persisting amnestic disorder,4
291.0,alcohol withdrawal delirium,4
291.8,other specified alcohol-induced mental disorders,4
291.89,other,5
291.82,alcohol induced sleep disorders,5
291.81,alcohol withdrawal,5
292,drug-induced mental disorders,3
292.9,unspecified drug-induced mental disorder,4
292.2,pathological drug intoxication,4
292.0,drug withdrawal,4
292.1,drug-induced psychotic disorders,4
292.12,drug-induced psychotic disorder with hallucinations,5
292.11,drug-induced psychotic disorder with delusions,5
292.8,other specified drug-induced mental disorders,4
292.89,other,5
292.85,drug induced sleep disorders,5
292.84,drug-induced mood disorder,5
292.83,drug-induced persisting amnestic disorder,5
292.82,drug-induced persisting dementia,5
292.81,drug-induced delirium,5
293,transient mental disorders due to conditions classified elsewhere,3
293.9,unspecified transient mental disorder in conditions classified elsewhere,4
293.1,subacute delirium,4
293.0,delirium due to conditions classified elsewhere,4
293.8,other specified transient mental disorders due to conditions classified elsewhere,4
293.89,other,5
293.84,anxiety disorder in conditions classified elsewhere,5
293.83,mood disorder in conditions classified elsewhere,5
293.82,psychotic disorder with hallucinations in conditions classified elsewhere,5
293.81,psychotic disorder with delusions in conditions classified elsewhere,5
294,persistent mental disorders due to conditions classified elsewhere,3
294.9,unspecified persistent mental disorders due to conditions classified elsewhere,4
294.8,other persistent mental disorders due to conditions classified elsewhere,4
294.0,amnestic disorder in conditions classified elsewhere,4
294.1,dementia in conditions classified elsewhere,4
294.11,dementia in conditions classified elsewhere with behavioral disturbance,5
294.10,dementia in conditions classified elsewhere without behavioral disturbance,5
295,schizophrenic disorders,3
295.9,unspecified schizophrenia,4
295.8,other specified types of schizophrenia,4
295.7,schizoaffective disorder,4
295.6,residual type,4
295.5,latent schizophrenia,4
295.4,schizophreniform disorder,4
295.3,paranoid type,4
295.2,catatonic type,4
295.1,disorganized type,4
295.0,simple type,4
296,episodic mood disorders,3
296.7,"bipolar i disorder, most recent episode (or current) unspecified",4
296.6,"bipolar i disorder, most recent episode (or current) mixed",4
296.5,"bipolar i disorder, most recent episode (or current) depressed",4
296.4,"bipolar i disorder, most recent episode (or current) manic",4
296.3,"major depressive disorder, recurrent episode",4
296.2,"major depressive disorder, single episode",4
296.1,"manic disorder, recurrent episode",4
296.0,"bipolar i disorder, single manic episode",4
296.8,other and unspecified bipolar disorders,4
296.89,other,5
296.82,atypical depressive disorder,5
296.81,atypical manic disorder,5
296.80,"bipolar disorder, unspecified",5
296.9,other and unspecified episodic mood disorder,4
296.99,other specified episodic mood disorder,5
296.90,unspecified episodic mood disorder,5
297,delusional disorders,3
297.9,unspecified paranoid state,4
297.8,other specified paranoid states,4
297.3,shared psychotic disorder,4
297.2,paraphrenia,4
297.1,delusional disorder,4
297.0,"paranoid state, simple",4
298,other nonorganic psychoses,3
298.9,unspecified psychosis,4
298.8,other and unspecified reactive psychosis,4
298.4,psychogenic paranoid psychosis,4
298.3,acute paranoid reaction,4
298.2,reactive confusion,4
298.1,excitative type psychosis,4
298.0,depressive type psychosis,4
299,pervasive developmental disorders,3
299.9,unspecified pervasive developmental disorder,4
299.8,other specified pervasive developmental disorders,4
299.1,childhood disintegrative disorder,4
299.0,autistic disorder,4
300-316,"neurotic disorders, personality disorders, and other nonpsychotic mental disorders ",2
316,psychic factors associated with diseases classified elsewhere,3
311,"depressive disorder, not elsewhere classified",3
300,"anxiety, dissociative and somatoform disorders",3
300.9,unspecified nonpsychotic mental disorder,4
300.7,hypochondriasis,4
300.6,depersonalization disorder,4
300.5,neurasthenia,4
300.4,dysthymic disorder,4
300.3,obsessive-compulsive disorders,4
300.0,anxiety states,4
300.09,other,5
300.02,generalized anxiety disorder,5
300.01,panic disorder without agoraphobia,5
300.00,"anxiety state, unspecified",5
300.1,"dissociative, conversion and factitious disorders",4
300.19,other and unspecified factitious illness,5
300.16,factitious disorder with predominantly psychological signs and symptoms,5
300.15,"dissociative disorder or reaction, unspecified",5
300.14,dissociative identity disorder,5
300.13,dissociative fugue,5
300.12,dissociative amnesia,5
300.11,conversion disorder,5
300.10,"hysteria, unspecified",5
300.2,phobic disorders,4
300.29,other isolated or specific phobias,5
300.23,social phobia,5
300.22,agoraphobia without mention of panic attacks,5
300.21,agoraphobia with panic disorder,5
300.20,"phobia, unspecified",5
300.8,somatoform disorders,4
300.89,other somatoform disorders,5
300.82,undifferentiated somatoform disorder,5
300.81,somatization disorder,5
301,personality disorders,3
301.9,unspecified personality disorder,4
301.7,antisocial personality disorder,4
301.6,dependent personality disorder,4
301.4,obsessive-compulsive personality disorder,4
301.3,explosive personality disorder,4
301.0,paranoid personality disorder,4
301.1,affective personality disorder,4
301.13,cyclothymic disorder,5
301.12,chronic depressive personality disorder,5
301.11,chronic hypomanic personality disorder,5
301.10,"affective personality disorder, unspecified",5
301.2,schizoid personality disorder,4
301.22,schizotypal personality disorder,5
301.21,introverted personality,5
301.20,"schizoid personality disorder, unspecified",5
301.5,histrionic personality disorder,4
301.59,other histrionic personality disorder,5
301.51,chronic factitious illness with physical symptoms,5
301.50,"histrionic personality disorder, unspecified",5
301.8,other personality disorders,4
301.89,other,5
301.84,passive-aggressive personality,5
301.83,borderline personality disorder,5
301.82,avoidant personality disorder,5
301.81,narcissistic personality disorder,5
302,sexual and gender identity disorders,3
302.9,unspecified psychosexual disorder,4
302.6,gender identity disorder in children,4
302.4,exhibitionism,4
302.3,transvestic fetishism,4
302.2,pedophilia,4
302.1,zoophilia,4
302.0,ego-dystonic sexual orientation,4
302.5,trans-sexualism,4
302.53,with heterosexual history,5
302.52,with homosexual history,5
302.51,with asexual history,5
302.50,with unspecified sexual history,5
302.7,psychosexual dysfunction,4
302.79,with other specified psychosexual dysfunctions,5
302.76,"dyspareunia, psychogenic",5
302.75,premature ejaculation,5
302.74,male orgasmic disorder,5
302.73,female orgasmic disorder,5
302.72,with inhibited sexual excitement,5
302.71,hypoactive sexual desire disorder,5
302.70,"psychosexual dysfunction, unspecified",5
302.8,other specified psychosexual disorders,4
302.89,other,5
302.85,gender identity disorder in adolescents or adults,5
302.84,sexual sadism,5
302.83,sexual masochism,5
302.82,voyeurism,5
302.81,fetishism,5
303,alcohol dependence syndrome,3
303.9,other and unspecified alcohol dependence,4
303.0,acute alcoholic intoxication,4
304,drug dependence,3
304.9,unspecified drug dependence,4
304.8,combinations of drug dependence excluding opioid type drug,4
304.7,combinations of opioid type drug with any other,4
304.6,other specified drug dependence,4
304.5,hallucinogen dependence,4
304.4,amphetamine and other psychostimulant dependence,4
304.3,cannabis dependence,4
304.2,cocaine dependence,4
304.1,"sedative, hypnotic or anxiolytic dependence",4
304.0,opioid type dependence,4
305,nondependent abuse of drugs,3
305.9,"other, mixed, or unspecified drug abuse",4
305.8,antidepressant type abuse,4
305.7,amphetamine or related acting sympathomimetic abuse,4
305.6,cocaine abuse,4
305.5,opioid abuse,4
305.4,"sedative, hypnotic or anxiolytic abuse",4
305.3,hallucinogen abuse,4
305.2,cannabis abuse,4
305.1,tobacco use disorder,4
305.0,alcohol abuse,4
306,physiological malfunction arising from mental factors,3
306.9,unspecified psychophysiological malfunction,4
306.8,other specified psychophysiological malfunction,4
306.7,organs of special sense,4
306.6,endocrine,4
306.4,gastrointestinal,4
306.3,skin,4
306.2,cardiovascular,4
306.1,respiratory,4
306.0,musculoskeletal,4
306.5,genitourinary,4
306.59,other,5
306.53,psychogenic dysuria,5
306.52,psychogenic dysmenorrhea,5
306.51,psychogenic vaginismus,5
306.50,"psychogenic genitourinary malfunction, unspecified",5
307,"special symptoms or syndromes, not elsewhere classified",3
307.9,"other and unspecified special symptoms or syndromes, not elsewhere classified",4
307.7,encopresis,4
307.6,enuresis,4
307.3,stereotypic movement disorder,4
307.1,anorexia nervosa,4
307.0,stuttering,4
307.2,tics,4
307.23,tourette's disorder,5
307.22,chronic motor or vocal tic disorder,5
307.21,transient tic disorder,5
307.20,"tic disorder, unspecified",5
307.4,specific disorders of sleep of nonorganic origin,4
307.49,other,5
307.48,repetitive intrusions of sleep,5
307.47,other dysfunctions of sleep stages or arousal from sleep,5
307.46,sleep arousal disorder,5
307.45,circadian rhythm sleep disorder of nonorganic origin,5
307.44,persistent disorder of initiating or maintaining wakefulness,5
307.43,transient disorder of initiating or maintaining wakefulness,5
307.42,persistent disorder of initiating or maintaining sleep,5
307.41,transient disorder of initiating or maintaining sleep,5
307.40,"nonorganic sleep disorder, unspecified",5
307.5,other and unspecified disorders of eating,4
307.59,other,5
307.54,psychogenic vomiting,5
307.53,rumination disorder,5
307.52,pica,5
307.51,bulimia nervosa,5
307.50,"eating disorder, unspecified",5
307.8,pain disorders related to psychological factors,4
307.89,other,5
307.81,tension headache,5
307.80,"psychogenic pain, site unspecified",5
308,acute reaction to stress,3
308.9,unspecified acute reaction to stress,4
308.4,mixed disorders as reaction to stress,4
308.3,other acute reactions to stress,4
308.2,predominant psychomotor disturbance,4
308.1,predominant disturbance of consciousness,4
308.0,predominant disturbance of emotions,4
309,adjustment reaction,3
309.9,unspecified adjustment reaction,4
309.4,adjustment disorder with mixed disturbance of emotions and conduct,4
309.3,adjustment disorder with disturbance of conduct,4
309.1,prolonged depressive reaction,4
309.0,adjustment disorder with depressed mood,4
309.2,with predominant disturbance of other emotions,4
309.29,other,5
309.28,adjustment disorder with mixed anxiety and depressed mood,5
309.24,adjustment disorder with anxiety,5
309.23,specific academic or work inhibition,5
309.22,emancipation disorder of adolescence and early adult life,5
309.21,separation anxiety disorder,5
309.8,other specified adjustment reactions,4
309.89,other,5
309.83,adjustment reaction with withdrawal,5
309.82,adjustment reaction with physical symptoms,5
309.81,posttraumatic stress disorder,5
310,specific nonpsychotic mental disorders due to brain damage,3
310.9,unspecified nonpsychotic mental disorder following organic brain damage,4
310.8,other specified nonpsychotic mental disorders following organic brain damage,4
310.2,postconcussion syndrome,4
310.1,personality change due to conditions classified elsewhere,4
310.0,frontal lobe syndrome,4
312,"disturbance of conduct, not elsewhere classified",3
312.9,unspecified disturbance of conduct,4
312.4,mixed disturbance of conduct and emotions,4
312.2,socialized conduct disorder,4
312.1,"undersocialized conduct disorder, unaggressive type",4
312.0,"undersocialized conduct disorder, aggressive type",4
312.3,"disorders of impulse control, not elsewhere classified",4
312.39,other,5
312.35,isolated explosive disorder,5
312.34,intermittent explosive disorder,5
312.33,pyromania,5
312.32,kleptomania,5
312.31,pathological gambling,5
312.30,"impulse control disorder, unspecified",5
312.8,"other specified disturbances of conduct, not elsewhere classified",4
312.89,other conduct disorder,5
312.82,"conduct disorder, adolescent onset type",5
312.81,"conduct disorder, childhood onset type",5
313,disturbance of emotions specific to childhood and adolescence,3
313.9,unspecified emotional disturbance of childhood or adolescence,4
313.3,relationship problems,4
313.1,misery and unhappiness disorder,4
313.0,overanxious disorder,4
313.2,"sensitivity, shyness, and social withdrawal disorder",4
313.23,selective mutism,5
313.22,introverted disorder of childhood,5
313.21,shyness disorder of childhood,5
313.8,other or mixed emotional disturbances of childhood or adolescence,4
313.89,other,5
313.83,academic underachievement disorder,5
313.82,identity disorder,5
313.81,oppositional defiant disorder,5
314,hyperkinetic syndrome of childhood,3
314.9,unspecified hyperkinetic syndrome,4
314.8,other specified manifestations of hyperkinetic syndrome,4
314.2,hyperkinetic conduct disorder,4
314.1,hyperkinesis with developmental delay,4
314.0,attention deficit disorder,4
314.01,with hyperactivity,5
314.00,without mention of hyperactivity,5
315,specific delays in development,3
315.9,unspecified delay in development,4
315.8,other specified delays in development,4
315.5,mixed development disorder,4
315.4,developmental coordination disorder,4
315.2,other specific learning difficulties,4
315.1,mathematics disorder,4
315.0,specific reading disorder,4
315.09,other,5
315.02,developmental dyslexia,5
315.01,alexia,5
315.00,"reading disorder, unspecified",5
315.3,developmental speech or language disorder,4
315.39,other,5
315.34,speech and language developmental delay due to hearing loss,5
315.32,mixed receptive-expressive language disorder,5
315.31,expressive language disorder,5
317-319,mental retardation ,2
319,unspecified mental retardation,3
317,mild mental retardation,3
318,other specified mental retardation,3
318.2,profound mental retardation,4
318.1,severe mental retardation,4
318.0,moderate mental retardation,4
320-389,diseases of the nervous system and sense organs ,1
320-326,inflammatory diseases of the central nervous system ,2
326,late effects of intracranial abscess or pyogenic infection,3
325,phlebitis and thrombophlebitis of intracranial venous sinuses,3
320,bacterial meningitis,3
320.9,meningitis due to unspecified bacterium,4
320.7,meningitis in other bacterial diseases classified elsewhere,4
320.3,staphylococcal meningitis,4
320.2,streptococcal meningitis,4
320.1,pneumococcal meningitis,4
320.0,hemophilus meningitis,4
320.8,meningitis due to other specified bacteria,4
320.89,meningitis due to other specified bacteria,5
320.82,"meningitis due to gram-negative bacteria, not elsewhere classified",5
320.81,anaerobic meningitis,5
321,meningitis due to other organisms,3
